Highlight region,Use Me,City,Colors,Country,Customer Name,Discount,Latitude,Longitude,Make,Model Year,Model,Number of Records,Order ID,Price,Profit,Purchase Date,Region,State,Zip Code
True,Tacoma,Tacoma,Red,United States,Gabriel Udy,0.51,47.2325,-122.3594,Acura,2001,TL,1,777,82285,5504,1/25/2016,West,Washington,98424
False,Madison,Madison,Red,United States,Arlie Hallward,0.51,43.0696,-89.4239,Chevrolet,2001,Express 1500,1,871,62175,28115,10/2/2015,Central,Wisconsin,53726
True,Long Beach,Long Beach,Blue,United States,Alethea Rocks,0.68,33.7678,-118.1994,Infiniti,2001,J,1,857,65281,16625,6/7/2017,West,California,90831
True,Santa Ana,Santa Ana,Blue,United States,Dulci Bifield,0.8,33.754,-117.7919,Subaru,2001,Legacy,1,746,20482,9956,7/1/2018,West,California,92705
True,Boulder,Boulder,Blue,United States,Nerti Aluard,0.08,40.0878,-105.3735,Ford,2001,Mustang,1,564,21705,36490,7/1/2017,West,Colorado,80310
False,Tampa,Tampa,Blue,United States,Merola Moffatt,0.73,28.0081,-82.5805,Mitsubishi,2001,Expo LRV,1,212,55437,13022,2/1/2015,South,Florida,33615
True,Pocatello,Pocatello,Blue,United States,Lexy Tidridge,0.79,42.6395,-112.3138,Pontiac,2001,Bonneville,1,382,34173,25049,12/1/2017,West,Idaho,83206
False,Rockville,Rockville,Blue,United States,Collin Tremain,0.51,39.0763,-77.1234,Ford,2001,F150,1,824,18374,46014,3/15/2015,East,Maryland,20851
False,Dearborn,Dearborn,Blue,United States,Betsey Castagno,0.62,42.3349,-83.1801,Dodge,2001,Neon,1,15,80299,22579,2/2/2015,East,Michigan,48126
False,Jamaica,Jamaica,Blue,United States,Brandais Hortop,0.25,40.6914,-73.8061,Honda,2001,del Sol,1,420,60214,8805,11/21/2018,East,New York,11480
False,Dayton,Dayton,Blue,United States,Ev Causnett,0.13,39.7982,-84.3211,Volkswagen,2001,Jetta,1,775,43167,25284,10/23/2018,East,Ohio,45426
False,York,York,Blue,United States,Ailbert Logsdail,0.27,40.0086,-76.5972,GMC,2001,Savana 1500,1,762,55903,41221,4/15/2016,East,Pennsylvania,17405
False,Memphis,Memphis,Blue,United States,Raimund Coley,0.79,35.2017,-89.9715,Nissan,2001,Quest,1,399,76704,284,4/29/2015,South,Tennessee,38181
False,El Paso,El Paso,Blue,United States,Nichol Casterot,0.7,31.6948,-106.3,Hyundai,2001,Accent,1,820,71017,13153,6/11/2018,South,Texas,79945
False,San Antonio,San Antonio,Blue,United States,Pembroke Sheppey,0.24,29.4375,-98.4616,Oldsmobile,2001,98,1,535,56000,20354,4/12/2015,South,Texas,78291
False,Mesquite,Mesquite,Blue,United States,Thatch Bertrand,0.87,32.7403,-96.5618,Porsche,2001,911,1,479,52189,37168,10/12/2018,South,Texas,75185
False,Alexandria,Alexandria,Blue,United States,King Skarr,0.25,38.8158,-77.09,Dodge,2001,Grand Caravan,1,509,48976,7708,3/31/2017,East,Virginia,22333
False,Madison,Madison,Blue,United States,Selia Knudsen,0.14,43.0982,-89.3242,Ford,2001,Aerostar,1,150,56616,23539,4/15/2018,Central,Wisconsin,53779
True,Bakersfield,Bakersfield,Green,United States,Lay Grangier,0.4,35.3039,-119.1056,Toyota,2001,Previa,1,409,49813,0,2/11/2016,West,California,93311
False,Washington,Washington,Green,United States,Miriam Lakey,0.81,38.9035,-77.0276,Lincoln,2001,Mark VIII,1,347,45513,11063,10/7/2018,East,District of Columbia,20420
False,Atlanta,Atlanta,Green,United States,Rancell Deavall,0.29,33.7629,-84.4226,Mitsubishi,2001,Pajero,1,856,89870,40706,6/22/2017,South,Georgia,31165
False,Saint Paul,Saint Paul,Green,United States,Veda Prinne,0.37,44.9608,-93.1216,Volkswagen,2001,Passat,1,526,49083,5427,11/13/2018,Central,Minnesota,55103
False,Portsmouth,Portsmouth,Green,United States,Idelle Caccavella,0.09,43.0059,-71.0132,Dodge,2001,Caravan,1,758,79770,17878,8/4/2018,East,New Hampshire,03804
False,New York City,New York City,Green,United States,Jerrilyn Fri,0.5,40.7808,-73.9772,Mitsubishi,2001,Pajero,1,477,55642,20268,10/26/2017,East,New York,10099
False,Asheville,Asheville,Green,United States,Karen Geffcock,0.77,35.6203,-82.5286,Ford,2001,Taurus,1,262,95978,19241,8/17/2015,South,North Carolina,28815
False,Tulsa,Tulsa,Green,United States,Elisha Ormiston,0.58,36.1398,-96.0297,Infiniti,2001,G,1,610,90452,9343,12/31/2016,South,Oklahoma,74184
False,Houston,Houston,Green,United States,Eal Bazoche,0.65,29.7758,-95.3121,Ford,2001,Crown Victoria,1,453,32738,23977,2/6/2015,South,Texas,77020
False,El Paso,El Paso,Green,United States,Siusan Kinworthy,0.08,31.6948,-106.3,Mercury,2001,Villager,1,808,23206,0,11/26/2018,South,Texas,79999
False,Richmond,Richmond,Green,United States,Giavani Shelford,0.24,37.5242,-77.4932,Chevrolet,2001,G-Series 2500,1,637,60307,6429,12/6/2015,East,Virginia,23285
True,Seattle,Seattle,Green,United States,Irina Endecott,0.76,47.6036,-122.3256,Volkswagen,2001,Golf,1,592,56926,8644,1/7/2018,West,Washington,98104
False,Little Rock,Little Rock,Black,United States,Kaja Ingraham,0.01,34.6725,-92.3529,Pontiac,2001,Sunfire,1,848,74089,19167,6/18/2017,South,Arkansas,72209
True,Bakersfield,Bakersfield,Black,United States,Nanci Beazleigh,0.41,35.2944,-118.9052,Ford,2001,F150,1,841,88568,11095,5/11/2018,West,California,93381
True,San Francisco,San Francisco,Black,United States,Phillis Guilaem,0.18,37.7848,-122.7278,Volkswagen,2001,Passat,1,114,55478,4294,8/8/2016,West,California,94177
True,Denver,Denver,Black,United States,Olva Chazerand,0.35,39.7388,-104.4083,Dodge,2001,Ram Van 3500,1,121,90161,3392,6/7/2015,West,Colorado,80270
False,Miami,Miami,Black,United States,Viki Abden,0.61,25.7341,-80.4068,Chevrolet,2001,S10,1,546,86630,14360,3/9/2016,South,Florida,33175
False,Chicago,Chicago,Black,United States,Jo Skrine,0.08,41.7458,-87.6054,GMC,2001,Vandura G3500,1,220,92254,11662,7/15/2016,Central,Illinois,60619
False,Evansville,Evansville,Black,United States,Mozes Dowey,0.21,38.1071,-87.5256,Mercedes-Benz,2001,C-Class,1,281,79221,6697,3/23/2015,East,Indiana,47725
False,Topeka,Topeka,Black,United States,Arie Rijkeseis,0.44,39.0583,-95.7095,Chevrolet,2001,3500,1,757,86711,25151,2/26/2016,Central,Kansas,66606
False,Louisville,Louisville,Black,United States,Ondrea Thripp,0.7,38.2467,-85.6853,Lotus,2001,Esprit,1,750,62024,12850,7/23/2015,East,Kentucky,40280
False,Baton Rouge,Baton Rouge,Black,United States,Monique Agglione,0.35,30.5159,-91.0804,Geo,2001,Prizm,1,626,71852,8709,7/2/2015,South,Louisiana,70826
False,Young America,Young America,Black,United States,Saraann Van Bruggen,0.89,44.8055,-93.7665,Toyota,2001,Tacoma,1,451,76517,3181,1/3/2016,Central,Minnesota,55564
False,Toledo,Toledo,Black,United States,Selinda Tatford,0.4,41.6782,-83.4972,Mitsubishi,2001,Mirage,1,381,52589,737,7/25/2015,East,Ohio,43666
False,Oklahoma City,Oklahoma City,Black,United States,Patty Dellit,0.53,35.5514,-97.4075,Eagle,2001,Talon,1,389,66081,24645,3/22/2015,South,Oklahoma,73147
False,Bethlehem,Bethlehem,Black,United States,Pietro Fairlem,0.56,40.6278,-75.3928,Chevrolet,2001,Sportvan G30,1,434,91772,7945,11/13/2018,East,Pennsylvania,18018
False,El Paso,El Paso,Black,United States,Dannye Loughan,0.38,31.8925,-106.5426,Toyota,2001,Tercel,1,315,79584,36155,11/4/2015,South,Texas,79911
False,Charleston,Charleston,Black,United States,Yankee Haggerty,0.49,38.2968,-81.5547,Pontiac,2001,Firebird,1,530,97083,15946,7/4/2016,East,West Virginia,25362
False,Mobile,Mobile,Yellow,United States,Carmine Phant,0.13,30.6341,-88.0846,Land Rover,2001,Discovery,1,619,97074,35726,11/2/2015,South,Alabama,36605
True,Berkeley,Berkeley,Yellow,United States,Rolando Suche,0.23,37.8571,-122.25,Mazda,2001,MX-5,1,785,62435,29824,12/28/2016,West,California,94705
True,Brea,Brea,Yellow,United States,Worden Franchioni,0.46,33.9187,-117.8892,Oldsmobile,2001,Achieva,1,335,54562,9655,5/7/2018,West,California,92822
False,Pensacola,Pensacola,Yellow,United States,Delilah Terbrug,0.42,30.4061,-87.2917,Dodge,2001,Caravan,1,744,18547,33604,6/18/2015,South,Florida,32511
False,Springfield,Springfield,Yellow,United States,Omero Licence,0.85,39.7495,-89.606,Audi,2001,Cabriolet,1,634,98436,823,11/2/2016,Central,Illinois,62776
False,Joliet,Joliet,Yellow,United States,Clementius Davet,0.41,41.5454,-88.1299,Saturn,2001,S-Series,1,675,28260,13856,12/7/2017,Central,Illinois,60435
False,Springfield,Springfield,Yellow,United States,Merrill Jarad,0.55,39.7495,-89.606,Suzuki,2001,X-90,1,539,42834,15562,4/25/2017,Central,Illinois,62723
False,Flint,Flint,Yellow,United States,Sly Deamer,0.57,43.0634,-83.7001,Volvo,2001,960,1,764,95562,47542,8/14/2016,East,Michigan,48505
False,Jackson,Jackson,Yellow,United States,Byran Deboo,0.33,32.3218,-90.1771,Kia,2001,Sephia,1,279,92037,4555,11/17/2018,South,Mississippi,39210
False,Trenton,Trenton,Yellow,United States,Mohandas Hansom,0.37,40.2805,-74.712,Mazda,2001,B-Series Plus,1,251,63817,38342,12/9/2015,East,New Jersey,08695
False,Brooklyn,Brooklyn,Yellow,United States,Alena Champney,0.61,40.6412,-74.0133,Ford,2001,Explorer,1,225,69584,8942,11/6/2018,East,New York,11220
False,Staten Island,Staten Island,Yellow,United States,Dasi Bendix,0.64,40.6324,-74.1172,Mercedes-Benz,2001,E-Class,1,958,62729,5230,4/25/2016,East,New York,10310
False,Greensboro,Greensboro,Yellow,United States,Patsy Halkyard,0.09,36.0807,-80.0244,Saab,2001,9000,1,817,75165,31963,12/30/2017,South,North Carolina,27415
False,Alexandria,Alexandria,Yellow,United States,Allin Fernehough,0.27,38.8158,-77.09,Ford,2001,Escort,1,313,23231,36395,7/19/2018,East,Virginia,22313
False,Richmond,Richmond,Yellow,United States,Dalenna Manass,0.85,37.5593,-77.4471,Toyota,2001,Land Cruiser,1,610,65878,46262,3/26/2017,East,Virginia,23203
True,Bakersfield,Bakersfield,Blue,United States,Zonda Rawstorne,0.15,35.3039,-119.1056,Honda,2002,CR-V,1,474,37002,14164,4/13/2018,West,California,93311
True,Salinas,Salinas,Blue,United States,Daveta Varley,0.87,36.7563,-121.6703,Infiniti,2002,I,1,408,57407,24565,7/2/2017,West,California,93907
False,Washington,Washington,Blue,United States,Kort Buxsey,0.59,38.8933,-77.0146,Hummer,2002,H1,1,128,99395,17904,8/10/2015,East,District of Columbia,20508
False,Tampa,Tampa,Blue,United States,Hollie Loughran,0.56,28.0081,-82.5805,Buick,2002,Skylark,1,662,60344,10902,2/24/2016,South,Florida,33615
False,Shawnee Mission,Shawnee Mission,Blue,United States,Ashleigh Quade,0.41,38.8999,-94.832,Dodge,2002,Ram 2500 Club,1,121,24894,22975,6/27/2017,Central,Kansas,66286
False,Monticello,Monticello,Blue,United States,Dani Nekrews,0.27,45.2009,-93.8881,GMC,2002,1500,1,205,85970,18131,6/20/2015,Central,Minnesota,55565
False,Saint Louis,Saint Louis,Blue,United States,Parke Stemson,0.87,38.7072,-90.3055,Hyundai,2002,Elantra,1,596,77242,45517,9/28/2016,Central,Missouri,63121
False,Kansas City,Kansas City,Blue,United States,Irene Emberton,0.67,39.0351,-94.5467,Mazda,2002,Protege,1,435,85995,6300,1/9/2018,Central,Missouri,64130
False,Buffalo,Buffalo,Blue,United States,Seymour Monger,0.51,42.8441,-78.8182,Chevrolet,2002,G-Series 2500,1,76,64318,3307,1/31/2018,East,New York,14220
False,Lancaster,Lancaster,Blue,United States,Andree Runciman,0.29,40.0418,-76.3012,Chevrolet,2002,Lumina,1,411,88865,12541,10/30/2018,East,Pennsylvania,17622
False,Pittsburgh,Pittsburgh,Blue,United States,Stephen Huglin,0.11,40.4181,-80.0526,Mitsubishi,2002,Montero,1,591,93769,480,10/28/2018,East,Pennsylvania,15220
False,Charleston,Charleston,Blue,United States,Corinne Cadell,0.15,38.2968,-81.5547,GMC,2002,Sonoma Club Coupe,1,570,20395,11656,4/21/2017,East,West Virginia,25326
False,Milwaukee,Milwaukee,Blue,United States,Gillan Hove,0.65,42.9559,-87.9933,Chrysler,2002,Town & Country,1,520,15258,397,9/2/2016,Central,Wisconsin,53220
True,Santa Barbara,Santa Barbara,Blue,United States,Ogden Nieass,0.89,34.4453,-119.8025,Mazda,2002,MPV,1,598,23840,23853,7/4/2015,West,California,93111
False,Atlanta,Atlanta,Blue,United States,Duky Brumhead,0.53,33.8444,-84.474,Mitsubishi,2002,Challenger,1,275,61675,13620,10/11/2016,South,Georgia,30343
False,Lexington,Lexington,Blue,United States,Joyan Warton,0.87,38.0283,-84.4715,Ford,2002,Expedition,1,239,39544,28000,9/12/2018,East,Kentucky,40586
False,Shreveport,Shreveport,Blue,United States,Doralynne Renols,0.78,32.6076,-93.7526,Ford,2002,Expedition,1,479,77516,9419,2/6/2017,South,Louisiana,71151
False,Kansas City,Kansas City,Blue,United States,Broddie McRonald,0,39.1024,-94.5986,Mitsubishi,2002,Challenger,1,580,80300,4917,1/4/2015,Central,Missouri,64101
False,Lincoln,Lincoln,Blue,United States,Gregoor Yarrell,0.1,40.7845,-96.6888,Dodge,2002,Dakota Club,1,431,52018,4860,4/1/2016,Central,Nebraska,68583
False,Newark,Newark,Blue,United States,Timmy Loffill,0.21,40.7918,-74.2452,Ford,2002,F250,1,603,31624,32751,10/5/2018,East,New Jersey,07188
False,New York City,New York City,Blue,United States,Kimberlyn Learoyd,0.45,40.7808,-73.9772,Plymouth,2002,Neon,1,184,91805,12836,8/2/2016,East,New York,10275
False,Grand Forks,Grand Forks,Blue,United States,Bernard Gresswood,0.1,47.9335,-97.3944,Toyota,2002,Tacoma Xtra,1,972,49102,12402,12/25/2016,Central,North Dakota,58207
False,Corpus Christi,Corpus Christi,Blue,United States,Marten Bunclark,0.61,27.8458,-97.596,Dodge,2002,Ram Van 1500,1,410,94645,1522,7/20/2017,South,Texas,78410
False,Arlington,Arlington,Blue,United States,Temple Coppock.,0.25,38.8808,-77.113,Chevrolet,2002,G-Series 1500,1,532,17479,506,5/3/2015,East,Virginia,22225
False,Arlington,Arlington,Blue,United States,Leighton Kief,0.13,38.8808,-77.113,Mercedes-Benz,2002,S-Class,1,487,77125,6042,11/12/2017,East,Virginia,22217
False,Roanoke,Roanoke,Blue,United States,Phyllys Gullifant,0.26,37.2742,-79.9579,Mercury,2002,Villager,1,515,75850,10369,3/6/2018,East,Virginia,24040
False,Huntington,Huntington,Blue,United States,Whit Brundle,0.36,38.4096,-82.369,Chevrolet,2002,G-Series 2500,1,458,22869,11542,9/8/2016,East,West Virginia,25705
True,San Jose,San Jose,Red,United States,Peggie Shemmans,0.18,37.2458,-121.8306,Hyundai,2002,Tiburon,1,162,22736,31881,8/16/2016,West,California,95123
True,San Diego,San Diego,Red,United States,Lyell Van Eeden,0.32,32.8919,-117.2035,Lotus,2002,Esprit,1,534,79286,51172,6/22/2018,West,California,92121
True,Los Angeles,Los Angeles,Red,United States,Ermanno McCambrois,0.6,34.0515,-118.2559,Toyota,2002,Paseo,1,329,78544,7595,8/30/2017,West,California,90189
False,Clearwater,Clearwater,Red,United States,Willetta Knight,0.34,28.0173,-82.7461,GMC,2002,3500,1,954,17474,21890,4/30/2018,South,Florida,33763
False,West Palm Beach,West Palm Beach,Red,United States,Erika Ohms,0.3,26.6644,-80.1741,Nissan,2002,Quest,1,46,13507,10058,7/17/2018,South,Florida,33411
False,Kansas City,Kansas City,Red,United States,Tansy Coldwell,0.43,39.0966,-94.7495,Ford,2002,Aspire,1,120,67499,31757,11/10/2018,Central,Kansas,66160
False,Woburn,Woburn,Red,United States,Brigid Edland,0.89,42.4464,-71.4594,Pontiac,2002,Grand Prix,1,661,47322,385,1/26/2017,East,Massachusetts,01813
False,Saint Louis,Saint Louis,Red,United States,Abrahan Shotbolt,0.67,38.7196,-90.27,Honda,2002,Civic,1,376,85880,7057,10/23/2015,Central,Missouri,63136
True,Henderson,Henderson,Red,United States,Celene Lowthian,0.06,36.0384,-115.0857,Dodge,2002,Neon,1,317,13576,9746,2/9/2018,West,Nevada,89074
False,Cleveland,Cleveland,Red,United States,Wittie Stirley,0.6,41.6857,-81.6728,Toyota,2002,Camry,1,619,40234,53659,11/24/2018,East,Ohio,44185
False,Fort Worth,Fort Worth,Red,United States,Antonius Grindell,0.41,32.7714,-97.2915,GMC,2002,1500,1,645,52352,2233,2/19/2016,South,Texas,76147
False,Texarkana,Texarkana,Red,United States,Wenona Oldacre,0.7,33.3934,-94.3404,Mercedes-Benz,2002,C-Class,1,763,42763,13229,5/23/2016,South,Texas,75507
False,Amarillo,Amarillo,Red,United States,Devy Braunston,0.57,35.4015,-101.8951,Volkswagen,2002,rio,1,441,55227,41806,7/29/2017,South,Texas,79182
False,Roanoke,Roanoke,Red,United States,Stinky Heiss,0.22,37.2327,-79.9463,Plymouth,2002,Prowler,1,759,14665,46579,11/29/2015,East,Virginia,24014
False,Ashburn,Ashburn,Red,United States,Zacharia Durn,0.09,39.0853,-77.6452,Saab,2002,900,1,223,84489,4188,1/18/2016,East,Virginia,22093
False,Mobile,Mobile,Red,United States,Denni Potten,0.9,30.6341,-88.0846,Mitsubishi,2002,Montero,1,821,97502,27012,12/7/2017,South,Alabama,36605
True,Prescott,Prescott,Red,United States,Gina Duffree,0.76,34.8185,-112.9584,Eagle,2002,Vision,1,39,83034,31351,10/22/2015,West,Arizona,86305
True,Richmond,Richmond,Red,United States,Sawyer Audley,0.6,37.7772,-121.9554,Acura,2002,Integra,1,965,30703,22237,5/2/2016,West,California,94807
True,Torrance,Torrance,Red,United States,Cherey Berry,0.17,33.8106,-118.3507,Ford,2002,Thunderbird,1,99,17463,38176,11/17/2017,West,California,90505
False,Newark,Newark,Red,United States,Joy McCoole,0.5,39.5645,-75.597,Chevrolet,2002,2500,1,209,96711,1722,11/1/2015,East,Delaware,19714
False,Washington,Washington,Red,United States,Josias Durber,0.39,38.8933,-77.0146,Dodge,2002,Ram 1500,1,122,57324,33056,3/3/2015,East,District of Columbia,20337
False,Savannah,Savannah,Red,United States,Chucho Habbin,0.17,32.0391,-81.1242,Toyota,2002,Tacoma Xtra,1,244,86016,9760,8/31/2015,South,Georgia,31405
False,Syracuse,Syracuse,Red,United States,Nappie Tibalt,0.55,43.0214,-76.1977,BMW,2002,7 Series,1,420,50818,23915,5/6/2017,East,New York,13217
False,Buffalo,Buffalo,Red,United States,Celene Abelevitz,0.08,42.9255,-78.7481,Plymouth,2002,Breeze,1,486,51342,15623,9/24/2017,East,New York,14225
False,Durham,Durham,Red,United States,Nicoline Heed,0.02,36.0218,-78.9478,Ford,2002,Expedition,1,373,52528,19001,7/31/2017,South,North Carolina,27705
False,Cincinnati,Cincinnati,Red,United States,Ola Lehrer,0.68,39.1075,-84.5257,Dodge,2002,Ram 1500,1,413,83670,56589,8/15/2017,East,Ohio,45203
True,Portland,Portland,Red,United States,Ddene Winson,0.01,45.5806,-122.3748,Volvo,2002,850,1,252,35611,6856,7/16/2016,West,Oregon,97255
False,Philadelphia,Philadelphia,Red,United States,Chance Sackett,0.64,40.0343,-75.1213,Mazda,2002,Protege,1,466,85591,15181,8/21/2018,East,Pennsylvania,19120
False,Beaumont,Beaumont,Red,United States,Bridgette Padley,0.82,30.085,-94.2607,Chevrolet,2002,G-Series 3500,1,408,85354,46654,2/21/2017,South,Texas,77713
False,San Antonio,San Antonio,Red,United States,Vivia Raison,0.21,29.4375,-98.4616,Dodge,2002,Intrepid,1,859,22666,2675,2/12/2015,South,Texas,78278
False,Austin,Austin,Red,United States,Tammie Dallison,0.61,30.2721,-97.6868,Toyota,2002,Tacoma Xtra,1,223,63893,48451,4/7/2018,South,Texas,78721
False,Charleston,Charleston,Red,United States,Broderick Guiu,0.17,38.2968,-81.5547,GMC,2002,Savana 3500,1,107,85334,641,5/12/2018,East,West Virginia,25321
True,Whittier,Whittier,Yellow,United States,Pyotr Tippings,0.22,33.7866,-118.2987,Dodge,2002,Grand Caravan,1,314,66637,23037,5/22/2018,West,California,90610
True,Arvada,Arvada,Yellow,United States,Theodoric Smouten,0.6,39.8422,-105.1097,Buick,2002,Park Avenue,1,559,48056,49826,3/8/2017,West,Colorado,80005
True,Denver,Denver,Yellow,United States,Merrill Casperri,0.53,39.7074,-104.9686,Pontiac,2002,Bonneville,1,727,36780,832,4/14/2017,West,Colorado,80209
False,Washington,Washington,Yellow,United States,Lenka Bugbee,0.03,38.8933,-77.0146,Jeep,2002,Wrangler,1,616,17845,5551,11/7/2017,East,District of Columbia,20260
False,Lake Worth,Lake Worth,Yellow,United States,Archaimbaud Braisher,0.6,26.5747,-80.0794,Oldsmobile,2002,Bravada,1,106,37079,10365,4/23/2016,South,Florida,33462
False,Topeka,Topeka,Yellow,United States,Hillie Shaplin,0.04,39.0142,-95.6982,Toyota,2002,Tacoma,1,685,32266,26674,7/6/2018,Central,Kansas,66611
False,Saint Paul,Saint Paul,Yellow,United States,Terrye Padginton,0.1,44.968,-93.1981,Chrysler,2002,Cirrus,1,408,64081,33933,2/29/2016,Central,Minnesota,55114
False,Newark,Newark,Yellow,United States,Freida Shayes,0.66,40.7918,-74.2452,Infiniti,2002,QX,1,889,35971,23410,4/8/2017,East,New Jersey,07195
True,Albuquerque,Albuquerque,Yellow,United States,Stuart Aberdalgy,0.27,35.0549,-106.5461,Ford,2002,F250,1,493,73169,3669,1/1/2018,West,New Mexico,87115
False,New York City,New York City,Yellow,United States,Sisely Flanders,0.73,40.7808,-73.9772,BMW,2002,Z3,1,68,65835,5935,9/19/2018,East,New York,10060
False,Cincinnati,Cincinnati,Yellow,United States,Jenni Longden,0.49,39.111,-84.6594,Land Rover,2002,Defender 90,1,31,77900,3524,12/7/2015,East,Ohio,45233
False,Myrtle Beach,Myrtle Beach,Yellow,United States,Helen-elizabeth Padkin,0.08,33.7377,-78.9787,Toyota,2002,Tacoma,1,229,44823,15041,1/2/2016,South,South Carolina,29579
False,Dallas,Dallas,Yellow,United States,Prudence Vatcher,0.5,32.7699,-96.743,Volvo,2002,960,1,653,51748,58677,2/18/2018,South,Texas,75210
False,Arlington,Arlington,Yellow,United States,Hirsch Niccols,0.58,38.8808,-77.113,Plymouth,2002,Prowler,1,41,39145,1417,1/12/2017,East,Virginia,22217
True,San Francisco,San Francisco,Green,United States,Anjela Kondratenko,0.1,37.7848,-122.7278,Chrysler,2002,LHS,1,333,10644,2656,4/2/2018,West,California,94142
True,Long Beach,Long Beach,Green,United States,Poppy Blesing,0.38,33.8635,-118.1801,Dodge,2002,Grand Caravan,1,707,66052,1220,3/26/2015,West,California,90805
True,Sacramento,Sacramento,Green,United States,Emory Rosenthal,0.38,38.3774,-121.4444,Ford,2002,Escort,1,939,23960,5833,5/29/2018,West,California,94207
True,Denver,Denver,Green,United States,Melisent Druhan,0.76,39.7388,-104.4083,Volkswagen,2002,rio,1,842,28209,6021,9/1/2015,West,Colorado,80270
False,Punta Gorda,Punta Gorda,Green,United States,Stearn Smaleman,0.65,26.9668,-81.9545,Acura,2002,Integra,1,748,58129,17754,4/22/2018,South,Florida,33982
False,Fort Myers,Fort Myers,Green,United States,Val Zukerman,0.53,26.5529,-81.9486,Mitsubishi,2002,Eclipse,1,408,62171,8010,8/12/2016,South,Florida,33994
False,Atlanta,Atlanta,Green,United States,Barry Peatman,0.86,33.8444,-84.474,Nissan,2002,Maxima,1,679,57757,21222,7/13/2015,South,Georgia,30323
False,Baton Rouge,Baton Rouge,Green,United States,Thurstan Foldes,0.07,30.4558,-91.0596,Mitsubishi,2002,Diamante,1,542,92551,7606,10/9/2015,South,Louisiana,70815
False,Saint Louis,Saint Louis,Green,United States,Diannne Eaddy,0.42,38.6128,-90.2185,Mitsubishi,2002,Pajero,1,292,67407,33700,5/13/2018,Central,Missouri,63104
True,Santa Fe,Santa Fe,Green,United States,Goldy Stiebler,0.37,35.6219,-105.8688,Dodge,2002,Dakota Club,1,527,35927,3701,8/7/2015,West,New Mexico,87505
True,Albuquerque,Albuquerque,Green,United States,Brooke Millberg,0.65,35.1104,-106.5781,GMC,2002,Yukon,1,524,83929,11020,4/16/2017,West,New Mexico,87110
False,Rochester,Rochester,Green,United States,Vin Dumbelton,0.24,43.174,-77.5637,Chevrolet,2002,Monte Carlo,1,412,52334,53854,7/4/2016,East,New York,14609
False,Hicksville,Hicksville,Green,United States,Don MacGee,0.73,40.7548,-73.6018,Isuzu,2002,Rodeo,1,784,89011,3475,4/6/2016,East,New York,11854
False,Fayetteville,Fayetteville,Green,United States,Siana Mixon,0.49,35.0583,-79.008,BMW,2002,Z3,1,541,30523,1083,3/15/2015,South,North Carolina,28314
False,Cleveland,Cleveland,Green,United States,Anselm Vickerman,0.87,41.6857,-81.6728,Buick,2002,Century,1,688,68407,30841,3/6/2015,East,Ohio,44177
False,Columbus,Columbus,Green,United States,Caralie Dragonette,0.54,39.969,-83.0114,Mercedes-Benz,2002,SL-Class,1,531,64044,53729,9/13/2017,East,Ohio,43284
False,Nashville,Nashville,Green,United States,Anjela Deares,0.83,36.1866,-86.7852,BMW,2002,3 Series,1,70,61615,38823,9/26/2015,South,Tennessee,37250
False,Memphis,Memphis,Green,United States,Reid Crafter,0.7,35.2017,-89.9715,GMC,2002,Sonoma Club Coupe,1,246,13901,14908,7/25/2015,South,Tennessee,38161
False,Houston,Houston,Green,United States,Aggie Beswell,0.72,29.7543,-95.3609,GMC,2002,Yukon,1,910,37769,36542,7/2/2016,South,Texas,77010
False,Austin,Austin,Green,United States,Webb Bernardes,0.04,30.43,-97.8326,Toyota,2002,Tacoma Xtra,1,155,75798,4854,5/21/2018,South,Texas,78726
True,Bakersfield,Bakersfield,Yellow,United States,Jerad Enrrico,0.01,35.3855,-118.986,Toyota,2002,Avalon,1,157,15857,10612,5/19/2017,West,California,93305
True,Fort Collins,Fort Collins,Yellow,United States,Abe Manion,0.53,40.5384,-105.0547,Jeep,2002,Wrangler,1,553,31989,23402,12/27/2015,West,Colorado,80525
False,Wilmington,Wilmington,Yellow,United States,Ayn Kopecka,0.28,39.7434,-75.5827,Honda,2002,Prelude,1,853,22128,3430,6/5/2017,East,Delaware,19805
False,Ocala,Ocala,Yellow,United States,Baily Gilbertson,0.19,29.1565,-82.2095,Acura,2002,Integra,1,760,10623,5238,6/1/2017,South,Florida,34474
False,Waterloo,Waterloo,Yellow,United States,Shell Alennikov,0.57,42.4156,-92.2703,Toyota,2002,Paseo,1,845,42232,27798,10/22/2017,Central,Iowa,50706
False,Lafayette,Lafayette,Yellow,United States,Karin Allerton,0.73,30.2081,-92.0951,Dodge,2002,Caravan,1,95,86651,48396,8/3/2018,South,Louisiana,70593
False,New Orleans,New Orleans,Yellow,United States,Betteann Hucquart,0.76,30.033,-89.8826,Volkswagen,2002,Eurovan,1,414,40842,2224,5/3/2018,South,Louisiana,70154
False,Syracuse,Syracuse,Yellow,United States,Derrick Cowp,0.58,43.0214,-76.1977,Chevrolet,2002,Camaro,1,520,15007,11921,9/25/2016,East,New York,13251
False,Utica,Utica,Yellow,United States,Rani Arrowsmith,0.74,43.0872,-75.2603,Chevrolet,2002,Suburban 1500,1,737,32387,13162,4/22/2018,East,New York,13505
False,Memphis,Memphis,Yellow,United States,Karon Calley,0.6,35.2017,-89.9715,Pontiac,2002,Firebird,1,760,36876,22452,11/19/2018,South,Tennessee,38161
